"year","course_code","course_description","grade","pathway_or_destination","enrolment"
"2013-2014","HLS3O","Housing and Home Design","Grade 11","Open (Grade 9 - 12 level)","2375"
"2013-2014","HNA4T","World of Fashion","Grade 12","College Delivered (Dual Credits)","25"
"2013-2014","HNB4M","The World of Fashion","Grade 12","University/College Preparation (Grade 11 & 12 level)","2397"
"2013-2014","HNB4O","The Fashion Industry","Grade 12","Open (Grade 9 - 12 level)","49"
"2013-2014","HNC3C","Understanding Fashion","Grade 11","College Preparation (Grade 11 & 12 level)","4251"
"2013-2014","HNC3O","Fashion and Creative Expression","Grade 11","Open (Grade 9 - 12 level)","502"
"2013-2014","HNL2O","Clothing","Grade 10","Open (Grade 9 - 12 level)","789"
"2013-2014","HPC3O","Raising Healthy Children","Grade 11","Open (Grade 9 - 12 level)","17834"
"2013-2014","HPD4C","Working with School-Age Children and Adolescents","Grade 12","College Preparation (Grade 11 & 12 level)","2090"
"2013-2014","HPD4E","Parenting and Human Development","Grade 12","Workplace Preparation (Grade 11 & 12 level)","713"
"2013-2014","HPF4T","Apprentissage par le jeu","Grade 12","College Delivered (Dual Credits)","31"
"2013-2014","HPW3C","Working with Infants and Young Children","Grade 11","College Preparation (Grade 11 & 12 level)","7153"
"2013-2014","HRE1O","Religious Education","Grade 9","Open (Grade 9 - 12 level)","47047"
"2013-2014","HRE2O","Religious Education","Grade 10","Open (Grade 9 - 12 level)","46259"
"2013-2014","HRE3M","Religious Education","Grade 11","University/College Preparation (Grade 11 & 12 level)","24"
"2013-2014","HRE3O","Religious Education","Grade 11","Open (Grade 9 - 12 level)","957"
"2013-2014","HRE4M","Religious Education","Grade 12","University/College Preparation (Grade 11 & 12 level)","25303"
"2013-2014","HRE4O","Religious Education","Grade 12","Open (Grade 9 - 12 level)","13874"
"2013-2014","HRF3O","World Religions and Belief Traditions in Daily Life","Grade 11","Open (Grade 9 - 12 level)","17489"
"2013-2014","HRT3M","World Religions and Belief Traditions: Perspectives, Issues, and Challenges","Grade 11","University/College Preparation (Grade 11 & 12 level)","34428"
"2013-2014","HSB4M","Challenge and Change in Society","Grade 12","University/College Preparation (Grade 11 & 12 level)","1165"
"2013-2014","HSB4U","Challenge and Change in Society","Grade 12","University Preparation (Grade 11 & 12 level)","19949"
"2013-2014","HSC4M","World Cultures","Grade 12","University/College Preparation (Grade 11 & 12 level)","565"
"2013-2014","HSD4T","Sociology and Canadian Society","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","HSE3E","Equity, Diversity, and Social Justice","Grade 11","Workplace Preparation (Grade 11 & 12 level)","260"
"2013-2014","HSE4M","Equity and Social Justice: From Theory to Practice","Grade 12","University/College Preparation (Grade 11 & 12 level)","1063"
"2013-2014","HSF4T","Sociology in Canadian Society","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","HSG3M","Gender Studies","Grade 11","University/College Preparation (Grade 11 & 12 level)","357"
"2013-2014","HSH4T","Introduction to Sociology","Grade 12","College Delivered (Dual Credits)","81"
"2013-2014","HSM4T","Réalités et relations interculturelles","Grade 12","College Delivered (Dual Credits)","41"
"2013-2014","HSN4T","Violence against Women","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","HSP3C","Introduction to Anthropology, Psychology, and Sociology","Grade 11","College Preparation (Grade 11 & 12 level)","9230"
"2013-2014","HSP3M","Introduction to Anthropology, Psychology, and Sociology","Grade 11","University/College Preparation (Grade 11 & 12 level)","2233"
"2013-2014","HSP3U","Introduction to Anthropology, Psychology, and Sociology","Grade 11","University Preparation (Grade 11 & 12 level)","36246"
"2013-2014","HSS4T","Sociology","Grade 12","College Delivered (Dual Credits)","122"
"2013-2014","HZB3M","Philosophy: The Big Questions","Grade 11","University/College Preparation (Grade 11 & 12 level)","3680"
"2013-2014","HZB3O","Philosophy: The Big Questions","Grade 11","Open (Grade 9 - 12 level)","263"
"2013-2014","HZF4T","Introduction to Philosophy","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","HZT4U","Philosophy: Questions and Theories","Grade 12","University Preparation (Grade 11 & 12 level)","18760"
"2013-2014","IBC4T","Database","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","IBD4T","Introduction to Web Development","Grade 12","College Delivered (Dual Credits)","11"
"2013-2014","IBF4T","Spreadsheets","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","IBI4T","Microsoft Office Application","Grade 12","College Delivered (Dual Credits)","55"
"2013-2014","IBJ4T","Architecture d'un système d'exploitation Linux","Grade 12","College Delivered (Dual Credits)","17"
"2013-2014","IBK4T","Computer Applications","Grade 12","College Delivered (Dual Credits)","106"
"2013-2014","IBL4T","Introduction to Programming","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","IBM4T","Introduction au HTML","Grade 12","College Delivered (Dual Credits)","16"
"2013-2014","IBQ4T","Programmation Internet","Grade 12","College Delivered (Dual Credits)","26"
"2013-2014","IBR4T","Software Applications","Grade 12","College Delivered (Dual Credits)","13"
"2013-2014","IBS4T","Web Page Design","Grade 12","College Delivered (Dual Credits)","22"
"2013-2014","IBT4T","Web Authoring Fundamentals","Grade 12","College Delivered (Dual Credits)","11"
"2013-2014","IBU4T","Introduction to Game Program/Design","Grade 12","College Delivered (Dual Credits)","<10"
"2013-2014","ICE3E","Computer Engineering","Grade 11","Workplace Preparation (Grade 11 & 12 level)","<10"
